kind	name	layer
method	phone.getGroupCallChainBlocks	214
method	phone.getGroupCallStars	217
method	phone.inviteConferenceCallParticipant	214
method	phone.saveDefaultSendAs	217
method	phone.sendConferenceCallBroadcast	214
method	phone.sendGroupCallEncryptedMessage	216
method	phone.sendGroupCallMessage	216
method	photos.uploadContactProfilePhoto	214
method	premium.applyBoost	214
method	premium.getBoostsList	214
method	premium.getBoostsStatus	214
method	premium.getMyBoosts	214
method	premium.getUserBoosts	214
method	smsjobs.finishJob	214
method	smsjobs.getSmsJob	214
method	smsjobs.getStatus	214
method	smsjobs.isEligibleToJoin	214
method	smsjobs.join	214
method	smsjobs.leave	214
method	smsjobs.updateSettings	214
method	stats.getPollStats	225
method	stats.getStoryPublicForwards	214
method	stats.getStoryStats	214
method	stickers.changeSticker	214
method	stickers.deleteStickerSet	214
method	stickers.renameStickerSet	214
method	stickers.replaceSticker	214
method	stories.activateStealthMode	214
method	stories.canSendStory	214
method	stories.createAlbum	214
method	stories.deleteAlbum	214
method	stories.deleteStories	214
method	stories.editStory	214
method	stories.exportStoryLink	214
method	stories.getAlbumStories	214
method	stories.getAlbums	214
method	stories.getAllReadPeerStories	214
method	stories.getAllStories	214
method	stories.getChatsToSend	214
method	stories.getPeerMaxIDs	214
method	stories.getPeerStories	214
method	stories.getPinnedStories	214
method	stories.getStoriesArchive	214
method	stories.getStoriesByID	214
method	stories.getStoriesViews	214
method	stories.getStoryReactionsList	214
method	stories.getStoryViewsList	214
method	stories.incrementStoryViews	214
method	stories.readStories	214
method	stories.reorderAlbums	214
method	stories.report	214
method	stories.searchPosts	214
method	stories.sendReaction	214
method	stories.sendStory	214
method	stories.startLive	217
method	stories.toggleAllStoriesHidden	214
method	stories.togglePeerStoriesHidden	214
method	stories.togglePinned	214
method	stories.togglePinnedToTop	214
method	stories.updateAlbum	214
method	users.getRequirementsToContact	214
method	users.getSavedMusic	214
method	users.getSavedMusicByID	214
method	users.suggestBirthday	216
