source	target	constructor	kind	argument
214	150	updateSmsJob	ProvenNotEmitted	
214	150	updateStarsBalance	ProvenNotEmitted	
214	150	updateStarsRevenueStatus	ProvenNotEmitted	
214	150	updateStoriesStealthMode	ProvenNotEmitted	
214	150	updateStory	ProvenNotEmitted	
214	150	updateStoryID	ProvenNotEmitted	
214	150	updateUser	Omit	
214	150	user	Mechanical	
214	150	userFull	Semantic	convert_214_to_150_userFull
214	150	userProfilePhoto	Mechanical	
214	150	userStatusLastMonth	Mechanical	
214	150	userStatusLastWeek	Mechanical	
214	150	userStatusRecently	Mechanical	
214	150	users.savedMusic	NoTargetConstructor	
214	150	users.savedMusicNotModified	NoTargetConstructor	
214	150	users.users	NoTargetConstructor	
214	150	users.usersSlice	ProvenNotEmitted	
214	150	videoSizeEmojiMarkup	ProvenNotEmitted	
214	150	videoSizeStickerMarkup	ProvenNotEmitted	
214	150	wallPaperSettings	Mechanical	
214	150	webPage	Mechanical	
214	150	webPageAttributeStarGiftCollection	ProvenNotEmitted	
214	150	webPageAttributeStickerSet	ProvenNotEmitted	
214	150	webPageAttributeStory	ProvenNotEmitted	
214	150	webPageAttributeUniqueStarGift	ProvenNotEmitted	
214	150	webPageEmpty	Mechanical	
214	150	webPagePending	Mechanical	
214	150	webViewResultUrl	ProvenNotEmitted	
